UDS100-Channel(X)	UDS100-Channel(Y)
0	0.2966735
1	0.2966247
2	0.2966979
3	0.296582
4	0.296582
5	0.2966003
6	0.2966613
7	0.2965576
8	0.2965515
9	0.2965332
10	0.296582
11	0.2966979
12	0.2966491
13	0.2966003
14	0.2965942
15	0.2966735
16	0.2966796
17	0.2966125
18	0.2965149
19	0.2966796
20	0.296643
21	0.2966369
22	0.2965271
23	0.296643
24	0.2965698
25	0.2966247
26	0.2966247
27	0.2967223
28	0.2966674
29	0.296643
30	0.2967345
31	0.2966186
32	0.2966613
33	0.2965759
34	0.2966613
35	0.296582
36	0.2966003
37	0.296643
38	0.2965454
39	0.2965088
40	0.2966003
41	0.2966125
42	0.2966003
43	0.2965698
44	0.2966674
45	0.2967406
46	0.296521
47	0.2966491
48	0.2966064
49	0.2966125
50	0.2965515
51	0.2966125
52	0.2966064
53	0.2966003
54	0.2966003
55	0.2965637
56	0.2966064
57	0.2966308
58	0.2966003
59	0.2965881
60	0.2966918
61	0.2967162
62	0.2966552
63	0.296704
64	0.2965881
65	0.2966186
66	0.2964966
67	0.296643
68	0.2966308
69	0.2965454
70	0.2966857
71	0.2966552
72	0.2966125
73	0.296643
74	0.2965942
75	0.2966735
76	0.2966674
77	0.2967101
78	0.2965576
79	0.2965942
80	0.2966979
81	0.2966064
82	0.2967162
83	0.2965454
84	0.2965637
85	0.2966247
86	0.2965576
87	0.2966491
88	0.2965637
89	0.2966491
90	0.296643
91	0.2966308
92	0.2966064
93	0.2966796
94	0.2966552
95	0.2966064
96	0.2966369
97	0.296521
98	0.2966064
