UDS100-Channel(X)	UDS100-Channel(Y)
0	0.2968077
1	0.296765
2	0.2968443
3	0.2968016
4	0.2967711
5	0.2968382
6	0.2967955
7	0.2968382
8	0.2968443
9	0.2968138
10	0.296826
11	0.2967894
12	0.2967833
13	0.2968199
14	0.2967528
15	0.2967711
16	0.2967955
17	0.2968016
18	0.2967955
19	0.2967894
20	0.2968016
21	0.2967894
22	0.2967833
23	0.2968077
24	0.2968138
25	0.2968199
26	0.2968016
27	0.2968077
28	0.2968077
29	0.2967772
30	0.2968626
31	0.2967955
32	0.2967955
33	0.2968321
34	0.2968138
35	0.2968199
36	0.2967467
37	0.2968077
38	0.2968199
39	0.2968016
40	0.2967894
41	0.2968443
42	0.2968016
43	0.2968382
44	0.2967528
45	0.2968138
46	0.2968016
47	0.2968077
48	0.2967955
49	0.2968382
50	0.2968077
51	0.2967711
52	0.2967833
53	0.2968443
54	0.2967894
55	0.296826
56	0.2968138
57	0.296826
58	0.2967894
59	0.2967894
60	0.2967711
61	0.2968138
62	0.2967711
63	0.2967711
64	0.296765
65	0.2967711
66	0.2967955
67	0.2967894
68	0.2968565
69	0.2967955
70	0.2968321
71	0.2968321
72	0.2967772
73	0.2968077
74	0.296765
75	0.2968016
76	0.296765
77	0.2968016
78	0.2968016
79	0.2967894
80	0.2967345
81	0.2967833
82	0.2967894
83	0.2968321
84	0.2968321
85	0.2968504
86	0.2967894
87	0.2968077
88	0.2967955
89	0.2967894
90	0.2968077
91	0.2968199
92	0.296765
93	0.2968626
94	0.2968199
95	0.2968321
96	0.2968138
97	0.2967711
98	0.2968077
