UDS100-Channel(X)	UDS100-Channel(Y)
0	0.2962953
1	0.2962404
2	0.2962343
3	0.2963502
4	0.2961733
5	0.2962709
6	0.2961367
7	0.2961855
8	0.2962526
9	0.2962221
10	0.2962831
11	0.2961794
12	0.2961733
13	0.2961794
14	0.2962221
15	0.2963075
16	0.2961428
17	0.2961428
18	0.2963624
19	0.2963197
20	0.2962099
21	0.2961489
22	0.2963624
23	0.2961489
24	0.2963746
25	0.296216
26	0.296216
27	0.2961489
28	0.2962343
29	0.2962892
30	0.2961489
31	0.2962343
32	0.2963624
33	0.2962221
34	0.2963014
35	0.296216
36	0.296277
37	0.2962282
38	0.2961245
39	0.2961855
40	0.2961977
41	0.2961977
42	0.2962465
43	0.2961855
44	0.2962404
45	0.2962099
46	0.2961916
47	0.2963258
48	0.296277
49	0.2961977
50	0.2961611
51	0.2963014
52	0.2963075
53	0.2962953
54	0.2961184
55	0.2961367
56	0.2962831
57	0.2961611
58	0.2962526
59	0.2961977
60	0.2961916
61	0.2962709
62	0.2962099
63	0.2961794
64	0.2963014
65	0.2961489
66	0.2960696
67	0.2962221
68	0.2963258
69	0.2963746
70	0.2961489
71	0.2962404
72	0.2962465
73	0.2962404
74	0.2962648
75	0.2962648
76	0.2961794
77	0.2963075
78	0.2962465
79	0.296216
80	0.2962099
81	0.2961855
82	0.2962465
83	0.2962709
84	0.2961306
85	0.2962099
86	0.2961916
87	0.2962892
88	0.2963319
89	0.296277
90	0.2962343
91	0.2961916
92	0.2963197
93	0.2961977
94	0.2961733
95	0.296338
96	0.2962221
97	0.2963563
