UDS100-Channel(X)	UDS100-Channel(Y)
0	0.2968199
1	0.2967467
2	0.2967772
3	0.296765
4	0.2968016
5	0.2968199
6	0.2968199
7	0.296826
8	0.2967711
9	0.2968748
10	0.2968138
11	0.2967955
12	0.2968077
13	0.2967955
14	0.2967833
15	0.2967955
16	0.2967467
17	0.296826
18	0.296765
19	0.2968199
20	0.2968138
21	0.2967345
22	0.2967894
23	0.2967833
24	0.2967711
25	0.296765
26	0.2968016
27	0.2968382
28	0.2967772
29	0.2967772
30	0.2968138
31	0.2968199
32	0.2967894
33	0.296765
34	0.2968138
35	0.2968138
36	0.296826
37	0.2967955
38	0.2967528
39	0.2968199
40	0.2967772
41	0.2968077
42	0.2968138
43	0.2967833
44	0.2967833
45	0.2968138
46	0.2967772
47	0.2967833
48	0.2967955
49	0.2967772
50	0.2967772
51	0.2968077
52	0.2967833
53	0.2967772
54	0.2968138
55	0.2967833
56	0.2967528
57	0.2967711
58	0.2967772
59	0.2967772
60	0.2968016
61	0.2967528
62	0.2967772
63	0.2967894
64	0.2967467
65	0.2967711
66	0.2968077
67	0.2967894
68	0.2968138
69	0.2967101
70	0.2967955
71	0.2967894
72	0.2968382
73	0.2968016
74	0.2967894
75	0.2968382
76	0.2967467
77	0.2967528
78	0.296826
79	0.2967955
80	0.2968199
81	0.296765
82	0.2967223
83	0.2967955
84	0.2967589
85	0.2967955
86	0.2968321
87	0.296765
88	0.2968321
89	0.2968016
90	0.2967345
91	0.2967528
92	0.2967528
93	0.2967894
94	0.2968077
95	0.2967955
96	0.296826
97	0.2968138
98	0.2968382
99	0.2968077
100	0.2968199
101	0.2968077
102	0.2968199
103	0.2967589
