UDS100-Channel(X)	UDS100-Channel(Y)
0	0.2933063
1	0.2933002
2	0.2932758
3	0.2933002
4	0.2932392
5	0.293227
6	0.2932026
7	0.2933002
8	0.2933124
9	0.2933124
10	0.2932453
11	0.2933063
12	0.2932331
13	0.2932941
14	0.2933002
15	0.2932209
16	0.2932758
17	0.2932209
18	0.2931904
19	0.2932697
20	0.2932941
21	0.2933185
22	0.2932514
23	0.2932697
24	0.2932331
25	0.2932697
26	0.2932819
27	0.2932209
28	0.2931965
29	0.2932392
30	0.2933002
31	0.2933246
32	0.2932758
33	0.2932392
34	0.2932453
35	0.2932941
36	0.2932636
37	0.2932575
38	0.2932636
39	0.2932575
40	0.2932575
41	0.2933124
42	0.2932697
43	0.2932758
44	0.2932636
45	0.2932453
46	0.2933124
47	0.2932819
48	0.2932941
49	0.293349
50	0.2932819
51	0.293288
52	0.2932209
53	0.2932453
54	0.2932392
55	0.2932575
56	0.2933185
57	0.2932392
58	0.2932209
59	0.2932758
60	0.2933063
61	0.2932575
62	0.2932209
63	0.2932209
64	0.2932758
65	0.2932636
66	0.2932331
67	0.2933368
68	0.2933246
69	0.293227
70	0.2932697
71	0.2932026
72	0.2933551
73	0.2932636
74	0.2932697
75	0.2932453
76	0.2932148
77	0.293227
78	0.2932331
79	0.2932575
80	0.2932087
81	0.2932026
82	0.293349
83	0.2932209
84	0.2933185
85	0.293288
86	0.2932209
87	0.2932819
88	0.2933002
89	0.2932453
90	0.293288
91	0.2932453
92	0.2933429
93	0.2932453
94	0.2932636
95	0.2932331
96	0.2932758
97	0.2932575
98	0.2932148
99	0.2932636
100	0.2932697
101	0.2933307
